nit,news_id,participacion,categoria,recomendacion
860050906,news98229,Cliente,macroeconomía,282
890101279,news61261,Cliente,macroeconomía,283
860050906,news52534,Cliente,macroeconomía,284
860050906,news18396,Cliente,macroeconomía,285
890101279,news61746,Cliente,macroeconomía,286
890101279,news61762,Cliente,macroeconomía,287
860050906,news18389,Cliente,macroeconomía,288
890101279,news61792,Cliente,macroeconomía,289
900216859,news70819,Cliente,macroeconomía,290
900216859,news70799,Cliente,macroeconomía,291
890101279,news61829,Cliente,macroeconomía,292
800035156,news21755,Cliente,macroeconomía,293
860002523,news21440,Cliente,macroeconomía,294
830079479,news59313,Cliente,macroeconomía,295
890101279,news61866,Cliente,macroeconomía,296
900017447,news10323,Cliente,macroeconomía,297
900017447,news13383,Cliente,macroeconomía,298
890101279,news61874,Cliente,macroeconomía,299
900378212,news10201,Cliente,macroeconomía,300
860034594,news10532,Cliente,macroeconomía,301
811022981,news46743,Cliente,macroeconomía,302
811022981,news46744,Cliente,macroeconomía,303
811022981,news46759,Cliente,macroeconomía,304
811022981,news46774,Cliente,macroeconomía,305
811022981,news46788,Cliente,macroeconomía,306
811022981,news46803,Cliente,macroeconomía,307
830065842,news80840,Cliente,macroeconomía,308
830065842,news80828,Cliente,macroeconomía,309
830065842,news80781,Cliente,macroeconomía,310
830000602,news52388,Cliente,macroeconomía,311
830065842,news80753,Cliente,macroeconomía,312
830065842,news76235,Cliente,macroeconomía,313
860002693,news23386,Cliente,macroeconomía,314
860002693,news23419,Cliente,macroeconomía,315
860002693,news57581,Cliente,macroeconomía,316
860002693,news75468,Cliente,macroeconomía,317
800035156,news66621,Cliente,macroeconomía,318
860002693,news90076,Cliente,macroeconomía,319
830065842,news30114,Cliente,macroeconomía,320
830065842,news28462,Cliente,macroeconomía,321
830065842,news18085,Cliente,macroeconomía,322
800035156,news66610,Cliente,macroeconomía,323
900378212,news96851,Cliente,macroeconomía,324
900378212,news44836,Cliente,macroeconomía,325
800035156,news63462,Cliente,macroeconomía,326
900017447,news44140,Cliente,macroeconomía,327
900017447,news35958,Cliente,macroeconomía,328
900378212,news10323,Cliente,macroeconomía,329
890101279,news61869,Cliente,macroeconomía,330
830079479,news25832,Cliente,macroeconomía,331
860034594,news10549,Cliente,macroeconomía,332
860090915,news81252,Cliente,macroeconomía,333
900155107,news87312,Cliente,macroeconomía,334
900155107,news87318,Cliente,macroeconomía,335
890302594,news25224,Cliente,macroeconomía,336
860090915,news81223,Cliente,macroeconomía,337
901211179,news22959,Cliente,macroeconomía,338
830001637,news37456,Cliente,macroeconomía,339
860090915,news81180,Cliente,macroeconomía,340
860090915,news80828,Cliente,macroeconomía,341
860090915,news63167,Cliente,macroeconomía,342
860090915,news61824,Cliente,macroeconomía,343
830001637,news68110,Cliente,macroeconomía,344
830001637,news68111,Cliente,macroeconomía,345
860009808,news54966,Cliente,macroeconomía,346
860009808,news59364,Cliente,macroeconomía,347
860090915,news56701,Cliente,macroeconomía,348
860090915,news54764,Cliente,macroeconomía,349
860090915,news50774,Cliente,macroeconomía,350
860090915,news46298,Cliente,macroeconomía,351
860090915,news45504,Cliente,macroeconomía,352
860090915,news29246,Cliente,macroeconomía,353
860090915,news28642,Cliente,macroeconomía,354
890900608,news96568,Cliente,macroeconomía,355
860090915,news16858,Cliente,macroeconomía,356
900422614,news30463,Cliente,macroeconomía,357
900422614,news84627,Cliente,macroeconomía,358
900422614,news30464,Cliente,macroeconomía,359
890937070,news57760,Cliente,macroeconomía,360
900422614,news30477,Cliente,macroeconomía,361
890900608,news19171,Cliente,macroeconomía,362
860090915,news81248,Cliente,macroeconomía,363
860090915,news81255,Cliente,macroeconomía,364
830079479,news25663,Cliente,macroeconomía,365
900155107,news13246,Cliente,macroeconomía,366
800035156,news21753,Cliente,macroeconomía,367
800035156,news21752,Cliente,macroeconomía,368
890101279,news61911,Cliente,macroeconomía,369
900216859,news58688,Cliente,macroeconomía,370
890101279,news61926,Cliente,macroeconomía,371
890101279,news61931,Cliente,macroeconomía,372
860002523,news36138,Cliente,macroeconomía,373
800035156,news21746,Cliente,macroeconomía,374
800035156,news21745,Cliente,macroeconomía,375
800035156,news21715,Cliente,macroeconomía,376
900216859,news24597,Cliente,macroeconomía,377
860002523,news63334,Cliente,macroeconomía,378
860002523,news83059,Cliente,macroeconomía,379
800035156,news21700,Cliente,macroeconomía,380
800035156,news21686,Cliente,macroeconomía,381
800035156,news21683,Cliente,macroeconomía,382
800035156,news21682,Cliente,macroeconomía,383
800145006,news31029,Cliente,macroeconomía,384
800145006,news15134,Cliente,macroeconomía,385
800200598,news36092,Cliente,macroeconomía,386
800145006,news15100,Cliente,macroeconomía,387
800035156,news21663,Cliente,macroeconomía,388
890311341,news82416,Cliente,macroeconomía,389
800035156,news18127,Cliente,macroeconomía,390
900216859,news11064,Cliente,macroeconomía,391
800035156,news10536,Cliente,macroeconomía,392
800035156,news10532,Cliente,macroeconomía,393
890311341,news45451,Cliente,macroeconomía,394
900155107,news13241,Cliente,macroeconomía,395
860034594,news10536,Cliente,macroeconomía,396
860034594,news10551,Cliente,macroeconomía,397
901081311,news29246,Cliente,macroeconomía,398
800037800,news45790,Cliente,macroeconomía,399
890301753,news55181,Cliente,macroeconomía,400
800037800,news45033,Cliente,macroeconomía,401
830012587,news77232,Cliente,macroeconomía,402
800037800,news45022,Cliente,macroeconomía,403
800035156,news66723,Cliente,macroeconomía,404
800037800,news44836,Cliente,macroeconomía,405
800037800,news44827,Cliente,macroeconomía,406
800037800,news44822,Cliente,macroeconomía,407
800037800,news44801,Cliente,macroeconomía,408
800037800,news38976,Cliente,macroeconomía,409
800037800,news29943,Cliente,macroeconomía,410
890301753,news53436,Cliente,macroeconomía,411
890301753,news52216,Cliente,macroeconomía,412
800037800,news10652,Cliente,macroeconomía,413
800037800,news10299,Cliente,macroeconomía,414
890301753,news47925,Cliente,macroeconomía,415
890301753,news47635,Cliente,macroeconomía,416
890301753,news46295,Cliente,macroeconomía,417
890301753,news46152,Cliente,macroeconomía,418
800137960,news89443,Cliente,macroeconomía,419
890301753,news45749,Cliente,macroeconomía,420
890301753,news45520,Cliente,macroeconomía,421
890301753,news37775,Cliente,macroeconomía,422
800169499,news14254,Cliente,macroeconomía,423
800137960,news89421,Cliente,macroeconomía,424
890301753,news35842,Cliente,macroeconomía,425
890301753,news34768,Cliente,macroeconomía,426
800137960,news89410,Cliente,macroeconomía,427
890301753,news34031,Cliente,macroeconomía,428
800037800,news45767,Cliente,macroeconomía,429
800037800,news45806,Cliente,macroeconomía,430
860003020,news28751,Cliente,macroeconomía,431
890301753,news55856,Cliente,macroeconomía,432
890801748,news25047,Cliente,macroeconomía,433
811037405,news59385,Cliente,macroeconomía,434
890903035,news16917,Cliente,macroeconomía,435
890301753,news71518,Cliente,macroeconomía,436
890301753,news71515,Cliente,macroeconomía,437
890301753,news71506,Cliente,macroeconomía,438
890301753,news71503,Cliente,macroeconomía,439
901081311,news10337,Cliente,macroeconomía,440
901081311,news10240,Cliente,macroeconomía,441
890301753,news70276,Cliente,macroeconomía,442
811037405,news59481,Cliente,macroeconomía,443
860025674,news72620,Cliente,macroeconomía,444
890903035,news44307,Cliente,macroeconomía,445
830012587,news26981,Cliente,macroeconomía,446
860043186,news96851,Cliente,macroeconomía,447
830012587,news27003,Cliente,macroeconomía,448
900738674,news94756,Cliente,macroeconomía,449
860043186,news10323,Cliente,macroeconomía,450
890301753,news63167,Cliente,macroeconomía,451
830504700,news10292,Cliente,macroeconomía,452
890910354,news58770,Cliente,macroeconomía,453
800035156,news66729,Cliente,macroeconomía,454
890301753,news63056,Cliente,macroeconomía,455
830012587,news77096,Cliente,macroeconomía,456
830012587,news77211,Cliente,macroeconomía,457
800037800,news83210,Cliente,macroeconomía,458
800037800,news81345,Cliente,macroeconomía,459
890301753,news55865,Cliente,macroeconomía,460
800037800,news61731,Cliente,macroeconomía,461
890301753,news24949,Cliente,macroeconomía,462
860003020,news20364,Cliente,macroeconomía,463
811022981,news46681,Cliente,macroeconomía,464
800035156,news66689,Cliente,macroeconomía,465
900788548,news16336,Cliente,macroeconomía,466
800242106,news14451,Cliente,macroeconomía,467
860034594,news44690,Cliente,macroeconomía,468
860034594,news44680,Cliente,macroeconomía,469
860034594,news43124,Cliente,macroeconomía,470
800035156,news66687,Cliente,macroeconomía,471
860034594,news24500,Cliente,macroeconomía,472
811022981,news35316,Cliente,macroeconomía,473
800035156,news66684,Cliente,macroeconomía,474
800035156,news66680,Cliente,macroeconomía,475
860034594,news21752,Cliente,macroeconomía,476
800035156,news66677,Cliente,macroeconomía,477
860026753,news26650,Cliente,macroeconomía,478
900323853,news52534,Cliente,macroeconomía,479
811022981,news46561,Cliente,macroeconomía,480
800035156,news66670,Cliente,macroeconomía,481
830095854,news86658,Cliente,macroeconomía,482
860034594,news15376,Cliente,macroeconomía,483
860034594,news10594,Cliente,macroeconomía,484
860034594,news10586,Cliente,macroeconomía,485
811022981,news46611,Cliente,macroeconomía,486
860034594,news10583,Cliente,macroeconomía,487
860034594,news10579,Cliente,macroeconomía,488
811022981,news46633,Cliente,macroeconomía,489
811022981,news46643,Cliente,macroeconomía,490
811022981,news46649,Cliente,macroeconomía,491
860034594,news10560,Cliente,macroeconomía,492
860034594,news10559,Cliente,macroeconomía,493
860034594,news10555,Cliente,macroeconomía,494
860034594,news44692,Cliente,macroeconomía,495
860034594,news44836,Cliente,macroeconomía,496
800137960,news89393,Cliente,macroeconomía,497
860034594,news45720,Cliente,macroeconomía,498
890301753,news18085,Cliente,macroeconomía,499
830084232,news24144,Cliente,macroeconomía,500
800137960,news89349,Cliente,macroeconomía,501
890301753,news10337,Cliente,macroeconomía,502
800137960,news89328,Cliente,macroeconomía,503
891100445,news17113,Cliente,macroeconomía,504
891100445,news17129,Cliente,macroeconomía,505
900023386,news98507,Cliente,macroeconomía,506
900023386,news98463,Cliente,macroeconomía,507
900023386,news96372,Cliente,macroeconomía,508
890932389,news53759,Cliente,macroeconomía,509
800137960,news14932,Cliente,macroeconomía,510
890802586,news72040,Cliente,macroeconomía,511
901433405,news85352,Cliente,macroeconomía,512
800035156,news66692,Cliente,macroeconomía,513
890802586,news37007,Cliente,macroeconomía,514
900541359,news88643,Cliente,macroeconomía,515
900023386,news34768,Cliente,macroeconomía,516
900023386,news18085,Cliente,macroeconomía,517
860034594,news96851,Cliente,macroeconomía,518
860034594,news70117,Cliente,macroeconomía,519
860034594,news65384,Cliente,macroeconomía,520
860034594,news63462,Cliente,macroeconomía,521
860034594,news45790,Cliente,macroeconomía,522
860034594,news45735,Cliente,macroeconomía,523
860034594,news45734,Cliente,macroeconomía,524
860034594,news45730,Cliente,macroeconomía,525
860034594,news45726,Cliente,macroeconomía,526
860034594,news45722,Cliente,macroeconomía,527
800212840,news93001,Cliente,macroeconomía,528
890900291,news40861,Cliente,macroeconomía,529
890930534,news13241,Cliente,macroeconomía,530
860026058,news31107,Cliente,macroeconomía,531
860351894,news61104,Cliente,macroeconomía,532
890321567,news75151,Cliente,macroeconomía,533
890321567,news75160,Cliente,macroeconomía,534
860016610,news71625,Cliente,macroeconomía,535
890930534,news85714,Cliente,macroeconomía,536
890930534,news85718,Cliente,macroeconomía,537
899999068,news55563,Cliente,macroeconomía,538
890900266,news14254,Cliente,macroeconomía,539
899999068,news95151,Cliente,macroeconomía,540
900313349,news21328,Cliente,macroeconomía,541
900313349,news58255,Cliente,macroeconomía,542
890914525,news97601,Cliente,macroeconomía,543
860351894,news61166,Cliente,macroeconomía,544
830078512,news73467,Cliente,macroeconomía,545
890100026,news30671,Cliente,macroeconomía,546
830078512,news73468,Cliente,macroeconomía,547
830078512,news73471,Cliente,macroeconomía,548
860013798,news57511,Cliente,macroeconomía,549
860039561,news62570,Cliente,macroeconomía,550
899999143,news28248,Cliente,macroeconomía,551
860039561,news62559,Cliente,macroeconomía,552
830078512,news45790,Cliente,macroeconomía,553
890300406,news97782,Cliente,macroeconomía,554
830078512,news10239,Cliente,macroeconomía,555
890100026,news85087,Cliente,macroeconomía,556
890321567,news75253,Cliente,macroeconomía,557
899999068,news31351,Cliente,macroeconomía,558
899999068,news31436,Cliente,macroeconomía,559
860026058,news90090,Cliente,macroeconomía,560
802021209,news14193,Cliente,macroeconomía,561
900313349,news58341,Cliente,macroeconomía,562
890930534,news85708,Cliente,macroeconomía,563
899999068,news50107,Cliente,macroeconomía,564
830078512,news21966,Cliente,macroeconomía,565
899999068,news55533,Cliente,macroeconomía,566
860026058,news62327,Cliente,macroeconomía,567
900313349,news58298,Cliente,macroeconomía,568
890300406,news33544,Cliente,macroeconomía,569
860026058,news55951,Cliente,macroeconomía,570
899999068,news55523,Cliente,macroeconomía,571
800159998,news19973,Cliente,macroeconomía,572
860026058,news46312,Cliente,macroeconomía,573
900313349,news58280,Cliente,macroeconomía,574
830006051,news19448,Cliente,macroeconomía,575
860013798,news21130,Cliente,macroeconomía,576
860039561,news62592,Cliente,macroeconomía,577
890902922,news32679,Cliente,macroeconomía,578
890900308,news27090,Cliente,macroeconomía,579
890901389,news81887,Cliente,macroeconomía,580
890104633,news72399,Cliente,macroeconomía,581
860024746,news10804,Cliente,macroeconomía,582
890922447,news34237,Cliente,macroeconomía,583
890930545,news44307,Cliente,macroeconomía,584
860024746,news30238,Cliente,macroeconomía,585
900162483,news10292,Cliente,macroeconomía,586
860401496,news25362,Cliente,macroeconomía,587
860024746,news30240,Cliente,macroeconomía,588
860024746,news84354,Cliente,macroeconomía,589
890901389,news81876,Cliente,macroeconomía,590
890922447,news27077,Cliente,macroeconomía,591
860024746,news84245,Cliente,macroeconomía,592
860024746,news84301,Cliente,macroeconomía,593
860024746,news84286,Cliente,macroeconomía,594
860401496,news25394,Cliente,macroeconomía,595
890900308,news27077,Cliente,macroeconomía,596
860024746,news84294,Cliente,macroeconomía,597
890914525,news16633,Cliente,macroeconomía,598
860024746,news84296,Cliente,macroeconomía,599
890901389,news81879,Cliente,macroeconomía,600
860026058,news13199,Cliente,macroeconomía,601
890900266,news15377,Cliente,macroeconomía,602
890900266,news31060,Cliente,macroeconomía,603
890901389,news28940,Cliente,macroeconomía,604
800021308,news19398,Cliente,macroeconomía,605
860013798,news21131,Cliente,macroeconomía,606
890900266,news16633,Cliente,macroeconomía,607
890901389,news28965,Cliente,macroeconomía,608
899999082,news14464,Cliente,macroeconomía,609
860026058,news15575,Cliente,macroeconomía,610
890922447,news16853,Cliente,macroeconomía,611
890901389,news52547,Cliente,macroeconomía,612
890901389,news53038,Cliente,macroeconomía,613
890104633,news72346,Cliente,macroeconomía,614
899999082,news14422,Cliente,macroeconomía,615
899999082,news14265,Cliente,macroeconomía,616
890104633,news25102,Cliente,macroeconomía,617
890914525,news48784,Cliente,macroeconomía,618
890900266,news34237,Cliente,macroeconomía,619
890104633,news25111,Cliente,macroeconomía,620
900313349,news15134,Cliente,macroeconomía,621
890901389,news81799,Cliente,macroeconomía,622
890300406,news88228,Cliente,macroeconomía,623
900313349,news58344,Cliente,macroeconomía,624
890914525,news48596,Cliente,macroeconomía,625
860351894,news28462,Cliente,macroeconomía,626
800212840,news87618,Cliente,macroeconomía,627
860351894,news34662,Cliente,macroeconomía,628
890321567,news75272,Cliente,macroeconomía,629
890930534,news51808,Cliente,macroeconomía,630
811030322,news10343,Cliente,macroeconomía,631
860351894,news34645,Cliente,macroeconomía,632
890300406,news13999,Cliente,macroeconomía,633
800138188,news46312,Cliente,macroeconomía,634
